genes,,
Name,Symbol,Cross-references
N-methylpurine DNA glycosylase,MPG,"Comparative Toxicogenomics Database:4350, Ensembl:ENSG00000103152, GenAtlas:MPG, GeneCard:MPG, HGNC:HGNC:7211, HumanCyc Gene:HS02461, ModBase:P29372, NCBI Gene:4350, OMIM:156565, RefSeq DNA:NT_010393, RefSeq Protein:NP_001015052, RefSeq Protein:NP_001015054, RefSeq Protein:NP_002425, RefSeq RNA:NM_001015052, RefSeq RNA:NM_001015054, RefSeq RNA:NM_002434, UCSC Genome Browser:NM_002434, UniProtKB:P29372, UniProtKB:Q1W6H1, UniProtKB:Q5J9I4"
"MPL proto-oncogene, thrombopoietin receptor",MPL,"Comparative Toxicogenomics Database:4352, Ensembl:ENSG00000117400, GenAtlas:MPL, GeneCard:MPL, HGNC:HGNC:7217, HumanCyc Gene:HS04126, ModBase:P40238, NCBI Gene:4352, OMIM:159530, OMIM:187950, OMIM:604498, RefSeq DNA:NG_007525, RefSeq DNA:NT_032977, RefSeq Protein:NP_005364, RefSeq RNA:NM_005373, UCSC Genome Browser:NM_005373, UniProtKB:P40238"
membrane palmitoylated protein 1,MPP1,"Comparative Toxicogenomics Database:4354, Ensembl:ENSG00000130830, GenAtlas:MPP1, GeneCard:MPP1, HGNC:HGNC:7219, HumanCyc Gene:HS05454, ModBase:Q00013, NCBI Gene:4354, OMIM:305360, RefSeq DNA:NG_015873, RefSeq DNA:NT_167198, RefSeq Protein:NP_001159932, RefSeq Protein:NP_001159933, RefSeq Protein:NP_001159934, RefSeq Protein:NP_002427, RefSeq RNA:NM_001166460, RefSeq RNA:NM_001166461, RefSeq RNA:NM_001166462, RefSeq RNA:NM_002436, UCSC Genome Browser:NM_002436, UniProtKB:B4DZV5, UniProtKB:B4E325, UniProtKB:Q00013, UniProtKB:Q2TSB6, UniProtKB:Q5J7V5"
mercaptopyruvate sulfurtransferase,MPST,"Comparative Toxicogenomics Database:4357, Ensembl:ENSG00000128309, GenAtlas:MPST, GeneCard:MPST, HGNC:HGNC:7223, HumanCyc Gene:HS05177, ModBase:P25325, NCBI Gene:4357, OMIM:602496, RefSeq DNA:NT_011520, RefSeq Protein:NP_001013454, RefSeq Protein:NP_001123989, RefSeq Protein:NP_066949, RefSeq RNA:NM_001013436, RefSeq RNA:NM_001130517, RefSeq RNA:NM_021126, RefSeq RNA:NR_024038, UCSC Genome Browser:NM_021126, UniProtKB:P25325, UniProtKB:Q6FHN9"
mitochondrial inner membrane protein MPV17,MPV17,"Comparative Toxicogenomics Database:4358, Ensembl:ENSG00000115204, GenAtlas:MPV17, GeneCard:MPV17, HGNC:HGNC:7224, HumanCyc Gene:HS03846, NCBI Gene:4358, OMIM:137960, OMIM:251880, RefSeq DNA:NG_008075, RefSeq DNA:NT_022184, RefSeq Protein:NP_002428, RefSeq RNA:NM_002437, UCSC Genome Browser:NM_002437, UniProtKB:P39210"
myelin protein zero,MPZ,"Comparative Toxicogenomics Database:4359, Ensembl:ENSG00000158887, GenAtlas:MPZ, GeneCard:MPZ, HGNC:HGNC:7225, HumanCyc Gene:HS08344, ModBase:P25189, NCBI Gene:4359, OMIM:118200, OMIM:145900, OMIM:159440, OMIM:180800, OMIM:605253, OMIM:607677, OMIM:607736, OMIM:607791, RefSeq DNA:NG_008055, RefSeq DNA:NT_004487, RefSeq Protein:NP_000521, RefSeq RNA:NM_000530, UCSC Genome Browser:NM_000530, UniProtKB:P25189"
mannose receptor C-type 1,MRC1,"Comparative Toxicogenomics Database:4360, Ensembl:ENSG00000120586, GenAtlas:MRC1, GeneCard:MRC1, HGNC:HGNC:7228, HumanCyc Gene:HS04410, ModBase:P22897, NCBI Gene:4360, OMIM:153618, RefSeq DNA:NT_008705, RefSeq Protein:NP_002429, RefSeq RNA:NM_002438, UCSC Genome Browser:NM_002438, UniProtKB:P22897"
"MRE11 homolog, double strand break repair nuclease",MRE11,"Comparative Toxicogenomics Database:4361, Ensembl:ENSG00000020922, GenAtlas:MRE11A, GeneCard:MRE11A, HGNC:HGNC:7230, HumanCyc Gene:HS00405, ModBase:P49959, NCBI Gene:4361, OMIM:600814, OMIM:604391, RefSeq DNA:NG_007261, RefSeq DNA:NT_167190, RefSeq Protein:NP_005581, RefSeq Protein:NP_005582, RefSeq RNA:NM_005590, RefSeq RNA:NM_005591, UCSC Genome Browser:NM_005590, UniProtKB:P49959, UniProtKB:Q05D78"
ATP binding cassette subfamily C member 1,ABCC1,"Comparative Toxicogenomics Database:4363, Ensembl:ENSG00000103222, GenAtlas:ABCC1, GeneCard:ABCC1, HGNC:HGNC:51, HumanCyc Gene:HS02475, ModBase:P33527, NCBI Gene:4363, OMIM:158343, RefSeq DNA:NT_010393, RefSeq Protein:NP_004987, RefSeq Protein:NP_063915, RefSeq Protein:NP_063953, RefSeq Protein:NP_063954, RefSeq Protein:NP_063955, RefSeq RNA:NM_004996, RefSeq RNA:NM_019862, RefSeq RNA:NM_019898, RefSeq RNA:NM_019899, RefSeq RNA:NM_019900, UCSC Genome Browser:NM_004996, UniProtKB:C9JPJ4, UniProtKB:P33527"
matrix remodeling associated 7,MXRA7,"Comparative Toxicogenomics Database:439921, Ensembl:ENSG00000182534, GenAtlas:MXRA7, GeneCard:MXRA7, HGNC:HGNC:7541, ModBase:P84157, NCBI Gene:439921, RefSeq DNA:NT_010783, RefSeq Protein:NP_001008528, RefSeq Protein:NP_001008529, RefSeq Protein:NP_940932, RefSeq RNA:NM_001008528, RefSeq RNA:NM_001008529, RefSeq RNA:NM_198530, UniProtKB:P84157"
transmembrane protein 41B,TMEM41B,"Comparative Toxicogenomics Database:440026, Ensembl:ENSG00000166471, GeneCard:TMEM41B, HGNC:HGNC:28948, ModBase:Q5BJD5, NCBI Gene:440026, RefSeq DNA:NT_009237, RefSeq Protein:NP_001158502, RefSeq Protein:NP_055827, RefSeq RNA:NM_001165030, RefSeq RNA:NM_015012, RefSeq RNA:NR_028491, UniProtKB:Q5BJD5"
postmeiotic segregation increased 2 pseudogene 11,PMS2P11,"Comparative Toxicogenomics Database:441263, GenAtlas:PMS2L11, GeneCard:DTX2P1-UPK3BP1-PMS2P11, HGNC:HGNC:9125, ModBase:Q13670, NCBI Gene:441263, RefSeq DNA:NT_007933, RefSeq DNA:NT_079595, RefSeq RNA:NR_023383, UCSC Genome Browser:NM_002684"
myosin IB,MYO1B,"Comparative Toxicogenomics Database:4430, Ensembl:ENSG00000128641, GenAtlas:MYO1B, GeneCard:MYO1B, HGNC:HGNC:7596, HumanCyc Gene:HS05209, ModBase:O43795, NCBI Gene:4430, OMIM:606537, RefSeq DNA:NT_005403, RefSeq Protein:NP_001123630, RefSeq Protein:NP_001155291, RefSeq Protein:NP_036355, RefSeq RNA:NM_001130158, RefSeq RNA:NM_001161819, RefSeq RNA:NM_012223, UCSC Genome Browser:NM_012223, UniProtKB:B0I1S9, UniProtKB:O43795"
mutS homolog 2,MSH2,"Comparative Toxicogenomics Database:4436, Ensembl:ENSG00000095002, GenAtlas:MSH2, GeneCard:MSH2, HGNC:HGNC:7325, HumanCyc Gene:HS01808, ModBase:P43246, NCBI Gene:4436, OMIM:114030, OMIM:120435, OMIM:137800, OMIM:158320, OMIM:162200, OMIM:276300, OMIM:609309, RefSeq DNA:NG_007110, RefSeq DNA:NT_022184, RefSeq Protein:NP_000242, RefSeq RNA:NM_000251, UCSC Genome Browser:NM_000251, UniProtKB:P43246"
mutS homolog 3,MSH3,"Comparative Toxicogenomics Database:4437, Ensembl:ENSG00000113318, GenAtlas:MSH3, GeneCard:MSH3, HGNC:HGNC:7326, HumanCyc Gene:HS03669, ModBase:P20585, NCBI Gene:4437, OMIM:600887, RefSeq DNA:NG_016607, RefSeq DNA:NT_006713, RefSeq Protein:NP_002430, RefSeq RNA:NM_002439, UCSC Genome Browser:NM_002439, UniProtKB:P20585"
mutS homolog 5,MSH5,"Comparative Toxicogenomics Database:4439, Ensembl:ENSG00000204410, Ensembl:ENSG00000227314, Ensembl:ENSG00000230293, Ensembl:ENSG00000235222, Ensembl:ENSG00000255152, GenAtlas:MSH5, GeneCard:MSH5, HGNC:HGNC:7328, HumanCyc Gene:HS01865, ModBase:O43196, NCBI Gene:4439, OMIM:603382, RefSeq DNA:NG_011611, RefSeq DNA:NT_007592, RefSeq DNA:NT_113891, RefSeq DNA:NT_167244, RefSeq DNA:NT_167245, RefSeq DNA:NT_167246, RefSeq DNA:NT_167247, RefSeq DNA:NT_167248, RefSeq DNA:NT_167249, RefSeq Protein:NP_002432, RefSeq Protein:NP_079535, RefSeq Protein:NP_751897, RefSeq Protein:NP_751898, RefSeq RNA:NM_002441, RefSeq RNA:NM_025259, RefSeq RNA:NM_172165, RefSeq RNA:NM_172166, UCSC Genome Browser:NM_002441, UCSC Genome Browser:NM_025259, UniProtKB:O43196"
microseminoprotein beta,MSMB,"Comparative Toxicogenomics Database:4477, Ensembl:ENSG00000138294, GenAtlas:MSMB, GeneCard:MSMB, HGNC:HGNC:7372, HumanCyc Gene:HS06480, ModBase:P08118, NCBI Gene:4477, OMIM:157145, OMIM:611928, RefSeq DNA:NG_011551, RefSeq DNA:NT_030059, RefSeq Protein:NP_002434, RefSeq Protein:NP_619540, RefSeq RNA:NM_002443, RefSeq RNA:NM_138634, UCSC Genome Browser:NM_002443, UniProtKB:P08118"
macrophage scavenger receptor 1,MSR1,"Comparative Toxicogenomics Database:4481, Ensembl:ENSG00000038945, GenAtlas:MSR1, GeneCard:MSR1, HGNC:HGNC:7376, HumanCyc Gene:HS00537, ModBase:P21757, NCBI Gene:4481, OMIM:153622, OMIM:176807, RefSeq DNA:NG_012102, RefSeq DNA:NT_167187, RefSeq Protein:NP_002436, RefSeq Protein:NP_619729, RefSeq Protein:NP_619730, RefSeq RNA:NM_002445, RefSeq RNA:NM_138715, RefSeq RNA:NM_138716, UCSC Genome Browser:NM_002445, UniProtKB:P21757"
macrophage stimulating 1,MST1,"Comparative Toxicogenomics Database:4485, Ensembl:ENSG00000173531, GenAtlas:MST1, GeneCard:MST1, HGNC:HGNC:7380, HumanCyc Gene:HS10683, ModBase:P26927, NCBI Gene:4485, OMIM:142408, RefSeq DNA:NG_016454, RefSeq DNA:NT_022517, RefSeq Protein:NP_066278, RefSeq RNA:NM_020998, UCSC Genome Browser:NM_020998, UniProtKB:P26927, UniProtKB:Q53GN8"
macrophage stimulating 1 receptor,MST1R,"Comparative Toxicogenomics Database:4486, Ensembl:ENSG00000164078, GenAtlas:MST1R, GeneCard:MST1R, HGNC:HGNC:7381, HumanCyc Gene:HS09003, ModBase:Q04912, NCBI Gene:4486, OMIM:600168, RefSeq DNA:NT_022517, RefSeq Protein:NP_002438, RefSeq RNA:NM_002447, UCSC Genome Browser:NM_002447, UniProtKB:Q04912"
msh homeobox 1,MSX1,"Comparative Toxicogenomics Database:4487, Ensembl:ENSG00000163132, GenAtlas:MSX1, GeneCard:MSX1, HGNC:HGNC:7391, HumanCyc Gene:HS08792, ModBase:P28360, NCBI Gene:4487, OMIM:106600, OMIM:142983, OMIM:189500, OMIM:608874, RefSeq DNA:NG_008121, RefSeq DNA:NT_006051, RefSeq Protein:NP_002439, RefSeq RNA:NM_002448, UCSC Genome Browser:NM_002448, UniProtKB:P28360"
msh homeobox 2,MSX2,"Comparative Toxicogenomics Database:4488, Ensembl:ENSG00000120149, GenAtlas:MSX2, GeneCard:MSX2, HGNC:HGNC:7392, HumanCyc Gene:HS04373, ModBase:P35548, NCBI Gene:4488, OMIM:123101, OMIM:168500, OMIM:168550, OMIM:604757, RefSeq DNA:NG_008124, RefSeq DNA:NT_023133, RefSeq Protein:NP_002440, RefSeq RNA:NM_002449, UCSC Genome Browser:NM_002449, UniProtKB:P35548"
metallothionein 1A,MT1A,"Comparative Toxicogenomics Database:4489, Ensembl:ENSG00000205362, GenAtlas:MT1A, GeneCard:MT1A, HGNC:HGNC:7393, HumanCyc Gene:HS04857, ModBase:P04731, NCBI Gene:4489, OMIM:156350, RefSeq DNA:NT_010498, RefSeq Protein:NP_005937, RefSeq RNA:NM_005946, UCSC Genome Browser:NM_005946, UniProtKB:P04731"
metallothionein 1B,MT1B,"Comparative Toxicogenomics Database:4490, Ensembl:ENSG00000169688, GenAtlas:MT1B, GeneCard:MT1B, HGNC:HGNC:7394, HumanCyc Gene:HS10611, ModBase:P07438, NCBI Gene:4490, OMIM:156349, RefSeq DNA:NT_010498, RefSeq Protein:NP_005938, RefSeq RNA:NM_005947, UCSC Genome Browser:NM_005947, UniProtKB:P07438, UniProtKB:Q86YX0"
metallothionein 1E,MT1E,"Comparative Toxicogenomics Database:4493, Ensembl:ENSG00000169715, GenAtlas:MT1E, GeneCard:MT1E, HGNC:HGNC:7397, HumanCyc Gene:HS09994, ModBase:P04732, NCBI Gene:4493, OMIM:156351, RefSeq DNA:NT_010498, RefSeq Protein:NP_783316, RefSeq RNA:NM_175617, UCSC Genome Browser:NM_175617, UniProtKB:P04732"
metallothionein 1F,MT1F,"Comparative Toxicogenomics Database:4494, Ensembl:ENSG00000198417, GenAtlas:MT1F, GeneCard:MT1F, HGNC:HGNC:7398, ModBase:P04733, NCBI Gene:4494, OMIM:156352, RefSeq DNA:NT_010498, RefSeq Protein:NP_005940, RefSeq RNA:NM_005949, UCSC Genome Browser:NM_005949, UniProtKB:P04733"
metallothionein 1G,MT1G,"Comparative Toxicogenomics Database:4495, Ensembl:ENSG00000125144, GenAtlas:MT1G, GeneCard:MT1G, HGNC:HGNC:7399, ModBase:P13640, NCBI Gene:4495, OMIM:156353, RefSeq DNA:NT_010498, RefSeq Protein:NP_005941, RefSeq RNA:NM_005950, UCSC Genome Browser:NM_005950, UniProtKB:P13640"
metallothionein 1H,MT1H,"Comparative Toxicogenomics Database:4496, Ensembl:ENSG00000205358, GenAtlas:MT1H, GeneCard:MT1H, HGNC:HGNC:7400, HumanCyc Gene:HS08408, ModBase:P80294, NCBI Gene:4496, OMIM:156354, RefSeq DNA:NT_010498, RefSeq Protein:NP_005942, RefSeq RNA:NM_005951, UCSC Genome Browser:NM_005951, UniProtKB:P80294"
metallothionein 1M,MT1M,"Comparative Toxicogenomics Database:4499, Ensembl:ENSG00000205364, GeneCard:MT1M, HGNC:HGNC:14296, HumanCyc Gene:HS04854, ModBase:Q8N339, NCBI Gene:4499, OMIM:156357, RefSeq DNA:NT_010498, RefSeq Protein:NP_789846, RefSeq RNA:NM_176870, UniProtKB:Q8N339"
metallothionein 1L (gene/pseudogene),MT1L,"Comparative Toxicogenomics Database:4500, GenAtlas:MT1L, GeneCard:MT1L, HGNC:HGNC:7404, NCBI Gene:4500, OMIM:156358, RefSeq DNA:NT_010498, RefSeq RNA:NR_001447, UCSC Genome Browser:NM_002450"
metallothionein 1X,MT1X,"Comparative Toxicogenomics Database:4501, Ensembl:ENSG00000187193, GenAtlas:MT1X, GeneCard:MT1X, HGNC:HGNC:7405, HumanCyc Gene:HS09989, ModBase:P80297, NCBI Gene:4501, OMIM:156359, RefSeq DNA:NT_010498, RefSeq Protein:NP_005943, RefSeq RNA:NM_005952, UCSC Genome Browser:NM_005952, UniProtKB:P80297"
metallothionein 2A,MT2A,"Comparative Toxicogenomics Database:4502, Ensembl:ENSG00000125148, GenAtlas:MT2A, GeneCard:MT2A, HGNC:HGNC:7406, HumanCyc Gene:HS04855, ModBase:P02795, NCBI Gene:4502, OMIM:156360, RefSeq DNA:NT_010498, RefSeq Protein:NP_005944, RefSeq RNA:NM_005953, UCSC Genome Browser:NM_005953, UniProtKB:P02795"
metallothionein 3,MT3,"Comparative Toxicogenomics Database:4504, Ensembl:ENSG00000087250, GenAtlas:MT3, GeneCard:MT3, HGNC:HGNC:7408, HumanCyc Gene:HS01566, ModBase:P25713, NCBI Gene:4504, OMIM:139255, RefSeq DNA:NT_010498, RefSeq Protein:NP_005945, RefSeq RNA:NM_005954, UCSC Genome Browser:NM_005954, UniProtKB:P25713"
methylthioadenosine phosphorylase,MTAP,"Comparative Toxicogenomics Database:4507, Ensembl:ENSG00000099810, GenAtlas:MTAP, GeneCard:MTAP, HGNC:HGNC:7413, HumanCyc Gene:HS01913, ModBase:Q13126, NCBI Gene:4507, OMIM:156540, RefSeq DNA:NT_008413, RefSeq Protein:NP_002442, RefSeq RNA:NM_002451, UCSC Genome Browser:NM_002451, UniProtKB:Q13126"
mitochondrially encoded cytochrome c oxidase I,MT-CO1,"Comparative Toxicogenomics Database:4512, Ensembl:ENSG00000198804, GenAtlas:MT-CO1, GeneCard:MT-CO1, HGNC:HGNC:7419, ModBase:P00395, NCBI Gene:4512, OMIM:516030, RefSeq Protein:AP_000641, RefSeq Protein:NP_536845, RefSeq Protein:YP_003024028, UCSC Genome Browser:NM_173704, UniProtKB:P00395"
nudix hydrolase 1,NUDT1,"Comparative Toxicogenomics Database:4521, Ensembl:ENSG00000106268, GenAtlas:NUDT1, GeneCard:NUDT1, HGNC:HGNC:8048, HumanCyc Gene:HS02879, ModBase:P36639, NCBI Gene:4521, OMIM:600312, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_002443, RefSeq Protein:NP_945186, RefSeq Protein:NP_945187, RefSeq Protein:NP_945188, RefSeq Protein:NP_945190, RefSeq Protein:NP_945191, RefSeq Protein:NP_945192, RefSeq RNA:NM_002452, RefSeq RNA:NM_198948, RefSeq RNA:NM_198949, RefSeq RNA:NM_198950, RefSeq RNA:NM_198952, RefSeq RNA:NM_198953, RefSeq RNA:NM_198954, UCSC Genome Browser:NM_002452, UniProtKB:P36639, UniProtKB:Q7Z7N6"
"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",MTHFD1,"Comparative Toxicogenomics Database:4522, Ensembl:ENSG00000100714, GenAtlas:MTHFD1, GeneCard:MTHFD1, HGNC:HGNC:7432, HumanCyc Gene:HS02138, ModBase:P11586, NCBI Gene:4522, OMIM:172460, OMIM:601634, RefSeq DNA:NG_012450, RefSeq DNA:NT_026437, RefSeq Protein:NP_005947, RefSeq RNA:NM_005956, UCSC Genome Browser:NM_005956, UniProtKB:P11586"
mitochondrial translational initiation factor 2,MTIF2,"Comparative Toxicogenomics Database:4528, Ensembl:ENSG00000085760, GenAtlas:MTIF2, GeneCard:MTIF2, HGNC:HGNC:7441, HumanCyc Gene:HS01507, ModBase:P46199, NCBI Gene:4528, OMIM:603766, RefSeq DNA:NT_022184, RefSeq Protein:NP_001005369, RefSeq Protein:NP_002444, RefSeq RNA:NM_001005369, RefSeq RNA:NM_002453, UCSC Genome Browser:NM_002453, UniProtKB:P46199, UniProtKB:Q6P1N2"
melatonin receptor 1A,MTNR1A,"Comparative Toxicogenomics Database:4543, Ensembl:ENSG00000168412, GenAtlas:MTNR1A, GeneCard:MTNR1A, HGNC:HGNC:7463, HumanCyc Gene:HS09753, IUPHAR Receptor:287, ModBase:P48039, NCBI Gene:4543, OMIM:600665, RefSeq DNA:NT_016354, RefSeq Protein:NP_005949, RefSeq RNA:NM_005958, UCSC Genome Browser:NM_005958, UniProtKB:P48039"
5-methyltetrahydrofolate-homocysteine methyltransferase,MTR,"Comparative Toxicogenomics Database:4548, Ensembl:ENSG00000116984, GenAtlas:MTR, GeneCard:MTR, HGNC:HGNC:7468, HumanCyc Gene:HS04076, ModBase:Q99707, NCBI Gene:4548, OMIM:119530, OMIM:156570, OMIM:190685, OMIM:250940, OMIM:601634, RefSeq DNA:NG_008959, RefSeq DNA:NT_167186, RefSeq Protein:NP_000245, RefSeq RNA:NM_000254, UCSC Genome Browser:NM_000254, UniProtKB:Q99707"
5-methyltetrahydrofolate-homocysteine methyltransferase reductase,MTRR,"Comparative Toxicogenomics Database:4552, Ensembl:ENSG00000124275, GenAtlas:MTRR, GeneCard:MTRR, HGNC:HGNC:7473, HumanCyc Gene:HS04756, ModBase:Q9UBK8, NCBI Gene:4552, OMIM:236270, OMIM:601634, OMIM:602568, RefSeq DNA:NG_008856, RefSeq DNA:NT_006576, RefSeq Protein:NP_002445, RefSeq Protein:NP_076915, RefSeq RNA:NM_002454, RefSeq RNA:NM_024010, UCSC Genome Browser:NM_002454, UniProtKB:Q7Z4M8, UniProtKB:Q9UBK8"
metaxin 1,MTX1,"Comparative Toxicogenomics Database:4580, Ensembl:ENSG00000173171, GenAtlas:MTX1, GeneCard:MTX1, HGNC:HGNC:7504, HumanCyc Gene:HS10625, ModBase:Q13505, NCBI Gene:4580, OMIM:600605, RefSeq DNA:NT_004487, RefSeq Protein:NP_002446, RefSeq Protein:NP_942584, RefSeq RNA:NM_002455, RefSeq RNA:NM_198883, UCSC Genome Browser:NM_002455, UniProtKB:Q13505"
"mucin 1, cell surface associated",MUC1,"Comparative Toxicogenomics Database:4582, Ensembl:ENSG00000185499, GenAtlas:MUC1, GeneCard:MUC1, HGNC:HGNC:7508, ModBase:Q16615, NCBI Gene:4582, OMIM:158340, RefSeq DNA:NT_004487, RefSeq Protein:NP_001018016, RefSeq Protein:NP_001018017, RefSeq Protein:NP_001037855, RefSeq Protein:NP_001037856, RefSeq Protein:NP_001037857, RefSeq Protein:NP_001037858, RefSeq Protein:NP_001191214, RefSeq Protein:NP_001191215, RefSeq Protein:NP_001191216, RefSeq Protein:NP_001191217, RefSeq Protein:NP_001191218, RefSeq Protein:NP_001191219, RefSeq Protein:NP_001191220, RefSeq Protein:NP_001191221, RefSeq Protein:NP_001191222, RefSeq Protein:NP_001191223, RefSeq Protein:NP_001191224, RefSeq Protein:NP_001191225, RefSeq Protein:NP_001191226, RefSeq Protein:NP_002447, RefSeq RNA:NM_001018016, RefSeq RNA:NM_001018017, RefSeq RNA:NM_001044390, RefSeq RNA:NM_001044391, RefSeq RNA:NM_001044392, RefSeq RNA:NM_001044393, RefSeq RNA:NM_001204285, RefSeq RNA:NM_001204286, RefSeq RNA:NM_001204287, RefSeq RNA:NM_001204288, RefSeq RNA:NM_001204289, RefSeq RNA:NM_001204290, RefSeq RNA:NM_001204291, RefSeq RNA:NM_001204292, RefSeq RNA:NM_001204293, RefSeq RNA:NM_001204294, RefSeq RNA:NM_001204295, RefSeq RNA:NM_001204296, RefSeq RNA:NM_001204297, RefSeq RNA:NM_002456, UCSC Genome Browser:NM_002456, UniProtKB:B1AVR0, UniProtKB:P15941, UniProtKB:Q0VAP5, UniProtKB:Q0VAP6, UniProtKB:Q7Z547, UniProtKB:Q7Z550, UniProtKB:Q7Z551"
"mucin 3A, cell surface associated",MUC3A,"Comparative Toxicogenomics Database:4584, Ensembl:ENSG00000169894, GenAtlas:MUC3A, GeneCard:MUC3A, HGNC:HGNC:7513, NCBI Gene:4584, OMIM:158371, OMIM:191390, RefSeq DNA:NT_007933, RefSeq Protein:XP_001719551, RefSeq Protein:XP_001725406, RefSeq RNA:XM_001719499, RefSeq RNA:XM_001725354"
"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,"Comparative Toxicogenomics Database:4586, GenAtlas:MUC5AC, GeneCard:MUC5AC, HGNC:HGNC:7515, NCBI Gene:4586, OMIM:158373, RefSeq DNA:NT_009237, RefSeq Protein:NP_059981, RefSeq Protein:XP_001717932, RefSeq Protein:XP_003403498, RefSeq RNA:NM_017511, RefSeq RNA:XM_001717880, RefSeq RNA:XM_003403450"
"mucin 7, secreted",MUC7,"Comparative Toxicogenomics Database:4589, Ensembl:ENSG00000171195, GenAtlas:MUC7, GeneCard:MUC7, HGNC:HGNC:7518, ModBase:Q8TAX7, NCBI Gene:4589, OMIM:158375, OMIM:600807, RefSeq DNA:NG_012348, RefSeq DNA:NT_022778, RefSeq Protein:NP_001138478, RefSeq Protein:NP_001138479, RefSeq Protein:NP_689504, RefSeq RNA:NM_001145006, RefSeq RNA:NM_001145007, RefSeq RNA:NM_152291, UCSC Genome Browser:NM_152291, UniProtKB:Q8TAX7"
tripartite motif containing 37,TRIM37,"Comparative Toxicogenomics Database:4591, Ensembl:ENSG00000108395, GenAtlas:TRIM37, GeneCard:TRIM37, HGNC:HGNC:7523, HumanCyc Gene:HS03098, ModBase:O94972, NCBI Gene:4591, OMIM:253250, OMIM:605073, RefSeq DNA:NG_009298, RefSeq DNA:NT_010783, RefSeq Protein:NP_001005207, RefSeq Protein:NP_056109, RefSeq RNA:NM_001005207, RefSeq RNA:NM_015294, UCSC Genome Browser:NM_015294, UniProtKB:A8K0V9, UniProtKB:A8K8U4, UniProtKB:O94972"
methylmalonyl-CoA mutase,MMUT,"Comparative Toxicogenomics Database:4594, Ensembl:ENSG00000146085, GenAtlas:MUT, GeneCard:MUT, HGNC:HGNC:7526, HumanCyc Gene:HS07322, ModBase:P22033, NCBI Gene:4594, OMIM:251000, OMIM:609058, RefSeq DNA:NG_007100, RefSeq DNA:NT_007592, RefSeq Protein:NP_000246, RefSeq RNA:NM_000255, UCSC Genome Browser:NM_000255, UniProtKB:P22033"
mutY DNA glycosylase,MUTYH,"Comparative Toxicogenomics Database:4595, Ensembl:ENSG00000132781, GenAtlas:MUTYH, GeneCard:MUTYH, HGNC:HGNC:7527, HumanCyc Gene:HS05690, ModBase:Q9UIF7, NCBI Gene:4595, OMIM:132600, OMIM:137215, OMIM:604933, OMIM:608456, RefSeq DNA:NG_008189, RefSeq DNA:NT_032977, RefSeq Protein:NP_001041636, RefSeq Protein:NP_001041637, RefSeq Protein:NP_001041638, RefSeq Protein:NP_001041639, RefSeq Protein:NP_001121897, RefSeq Protein:NP_036354, RefSeq RNA:NM_001048171, RefSeq RNA:NM_001048172, RefSeq RNA:NM_001048173, RefSeq RNA:NM_001048174, RefSeq RNA:NM_001128425, RefSeq RNA:NM_012222, UCSC Genome Browser:NM_012222, UniProtKB:Q9UIF7"
mevalonate diphosphate decarboxylase,MVD,"Comparative Toxicogenomics Database:4597, Ensembl:ENSG00000167508, GenAtlas:MVD, GeneCard:MVD, HGNC:HGNC:7529, HumanCyc Gene:HS09566, ModBase:P53602, NCBI Gene:4597, OMIM:603236, RefSeq DNA:NT_010542, RefSeq Protein:NP_002452, RefSeq RNA:NM_002461, UCSC Genome Browser:NM_002461, UniProtKB:P53602"
mevalonate kinase,MVK,"Comparative Toxicogenomics Database:4598, Ensembl:ENSG00000110921, GenAtlas:MVK, GeneCard:MVK, HGNC:HGNC:7530, HumanCyc Gene:HS03355, ModBase:Q03426, NCBI Gene:4598, OMIM:251170, OMIM:260920, OMIM:610377, RefSeq DNA:NG_007702, RefSeq DNA:NT_009775, RefSeq Protein:NP_000422, RefSeq Protein:NP_001107657, RefSeq RNA:NM_000431, RefSeq RNA:NM_001114185, UCSC Genome Browser:NM_000431, UniProtKB:B2RDU6, UniProtKB:Q03426"
MX dynamin like GTPase 1,MX1,"Comparative Toxicogenomics Database:4599, Ensembl:ENSG00000157601, GenAtlas:MX1, GeneCard:MX1, HGNC:HGNC:7532, HumanCyc Gene:HS08228, ModBase:P20591, NCBI Gene:4599, OMIM:147150, RefSeq DNA:NT_011512, RefSeq Protein:NP_001138397, RefSeq Protein:NP_001171517, RefSeq Protein:NP_002453, RefSeq RNA:NM_001144925, RefSeq RNA:NM_001178046, RefSeq RNA:NM_002462, UCSC Genome Browser:NM_002462, UniProtKB:B2RDA5, UniProtKB:B3KU10, UniProtKB:P20591"
MX dynamin like GTPase 2,MX2,"Comparative Toxicogenomics Database:4600, Ensembl:ENSG00000183486, GenAtlas:MX2, GeneCard:MX2, HGNC:HGNC:7533, ModBase:P20592, NCBI Gene:4600, OMIM:147890, RefSeq DNA:NT_011512, RefSeq Protein:NP_002454, RefSeq RNA:NM_002463, UCSC Genome Browser:NM_002463, UniProtKB:P20592"
